Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
USER USER Kalau menurut aku mirip kang konter di deket rumah aku wkwkwk koko koko sipit \xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER hutang makin gede.rakyat makin susah.dah ye alay politik lo,1,0,1,0,0,0,0,0,1,1,0,0
USER Terasa org cina baca tweet aku hahaha',0,0,0,0,0,0,0,0,0,0,0,0
RT USER: USER USER kunyuk satu nih yg gua punya wkwkwkk',0,1,0,0,0,0,0,0,0,0,0,0
Ganyang PKI sekuat tenaga,1,0,0,1,0,1,0,0,0,0,0,1
USER USER 1) DPR mempunyai legislasi nasional ternakin cebong gk pk ngomong',1,1,0,1,0,0,0,0,1,0,1,0
USER Saya berharap bukan PKS yg bubar tpi PKI dan PDIP yg bubar',1,0,0,1,0,0,0,0,1,0,1,0
"""...Demikianlah Allah membiarkan sesat orang kafir"" (QS 40 : 74)'",0,0,0,0,0,0,0,0,0,0,0,0
"Nanti lagi kalau dikasih PR segara kerjakan jangan sampai molor 2 tahun,tuh korbannya banyak dan tukang ceramah yg radikal juga makin bergentayangan.Anggota DPR harus baca buku ""The Power Of Now""....bukan nongton Power OF Love yg nggak laku itu.'",0,0,0,0,0,0,0,0,0,0,0,0
Bubarkan KPK.... jika tdk juga buat SOP PENYADAPAN sesuai keputusan MK..,1,0,0,1,0,0,0,0,1,0,0,1
"USER Indeks FTSE-100 Berakhir Naik 0,39% Saham-saham Inggris berakhir menguat pada pe",0,0,0,0,0,0,0,0,0,0,0,0
"USER Dulu kawan, sekarang lawan...menyelematkan diri masing masing, kalian bajingan semua.'",1,1,0,1,0,0,0,0,1,0,1,0
"USER Bapak USER yang terhormat, sungguh jeritan hati USER ini tak sanggup saya tanggung sendiri. Sudilah kiranya bapak presiden yang terhormat memberikan sebuah solusi terkait tiket Lebaran 2018 agar terjangkau oleh semua pemudik. Terima kasih",0,0,0,0,0,0,0,0,0,0,0,0
Bapak Infrastruktor... #2019GantiPresiden #2019GantiPresiden USER,1,0,1,0,0,0,0,0,1,1,0,0
Cintai budaya kita sob,0,0,0,0,0,0,0,0,0,0,0,0
Pendukung berarti dia bagian dr penista agama tersebut!!! Dukung gerakan ini 100%,1,0,0,1,0,0,0,0,1,0,1,0
Presiden Filipina arah rahib ditahan; ;,0,0,0,0,0,0,0,0,0,0,0,0
"""Belok kanan belok kiri itu namanya berlawanan. Tangan kanan tangan kiri itu namanya saling melengkapi. Berhati-hatilah dalam menilai perbedaan, apalagi pendapat ulama.""",0,0,0,0,0,0,0,0,0,0,0,0
"""tanda org munafik ada 3 : kl bicara ia dusta,kl berjanji ia mengingkari,kl di beri amanat ia berkhianat"" - HR.Bukhari'",0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Benar sekali pak ustadz,Di daerah saya mayoritas petani karet &amp; Alhamdulillah masyarakat di daerah saya hidup makmur sebelum Jkw jd presiden,Sejak Jkw jd presiden sampai hari ini harga karet sangat anjlok,Petani banyak meng",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: #RETWEET \nGak Ada Kontol, Jari Jadi Sasaran ... \xf0\x9f\x92\xa6\n\n#ngentot #kontol #sangeberat #bokepasia #videomesum\n#videobokepgrat\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0
USER Emang ga ada titit kau apa yg mau dipangkas',0,1,0,0,0,0,0,0,0,0,0,0
"Slama owo masih hidup & masih nafsu pengen jadi presiden,akan terus muncul isu PKI,Komunis,anti Islam, atau antek cina.muter2 disitu aje",1,0,1,0,1,1,0,0,0,1,0,0
USER USER urusin donk cung...kan sesembahan nya bani kacung spt kalian cung \xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0
"Minimnya sentimen positif domestik terkait makroekonomi, moneter serta mulai meningkatnya laju USD dapat menghambat potensi kenaikan Rupiah.",0,0,0,0,0,0,0,0,0,0,0,0
Kekasih dumay\n\n\xf0\x9f\x91\xa6: kalo aku kangen sama kamu gimana\n\xf0\x9f\x91\xa7: sholat\n\xf0\x9f\x91\xa6: terus habis sholat?\n\xf0\x9f\x91\xa7: menyadarkan diri\n Kalau aku cuma hayalanmu\n\xf0\x9f\x91\xa6: hadeuuuuuhhhh kntl',0,1,0,0,0,0,0,0,0,0,0,0
"USER Tanya tuh profesor, knp gak ada kristen atau katolik nusantara??'",0,0,0,0,0,0,0,0,0,0,0,0
Si Om Bule agak geblek ya malem2 begini sepedaan.. Hmm',1,1,1,0,0,0,0,0,1,1,0,0
Hshshshjsjs aiman bodo. Selfie dgn spanar \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,0,0,0,0,0,0,0,0,0,0
USER Pokonya kita bales tu partai silit item',1,1,0,1,0,0,0,0,1,0,1,0
"USER Nah.!!! Itu die..\nWaktu thn 1965, anggota dewan yg bangga jadi anak pki, usianya brp ya??'",0,0,0,0,0,0,0,0,0,0,0,0
dulatips hahaha. herannya para cebong ini seneng banget agung2in junjungannya yg plonga-plongo itu \xf0\x9f\xa4\x94',1,1,0,1,0,0,0,0,1,0,1,0
Dan adek gue jg yg mau smp langsung disuruh ambil swasta aja karna bokap gue yang padahal jawa gak mau anaknya di sindir2 mulu. Kerasa bgt apa2 di blg cina cina segala macem lah. Gue jujur aja kalo ngga dirasisin gt gue gak bakal rasis kok sama yg beda d,0,0,0,0,0,0,0,0,0,0,0,0
Jas merah... ð???; ; Regrann from USER - Pernah mendengar kisah Presiden Soekarno dan masjid yang ditutup pemerintah Uni Soviet? ; Mari simak informasi berikut! ; #NahdlatulUlama #IslamNusantara #Islam #NU #Aswaja #Soekarno #Indonesia #NikitaKruâ?¦,0,0,0,0,0,0,0,0,0,0,0,0
Memek di gilir anak nct asik kali ya nghh',0,1,0,0,0,0,0,0,0,0,0,0
"Allah SWT tidak bisa diajak gaul Pak Lukman, sukanya dengar orang ngaji terutama ayat penggal kafir dan cocok2 penis",1,1,0,1,1,0,0,0,0,0,1,0
LUPA MEMBACA BISMILLAH DIAWAL MAKAN #Islam #IslamTerkini #Dakwah #PosterDakwah #Kajian #Tausiyah #Ceramah #MajelisIlmu #Sunnah #Hijrah #Aswaja #SavePalestina #SaveRohingya #SaveGhouta,0,0,0,0,0,0,0,0,0,0,0,0
USER A. 2013 tepatnya tanggal 22 september 2013\n#AFFU19Indosiar #timnasDay',0,0,0,0,0,0,0,0,0,0,0,0
"PRESIDEN JOKOWI:TINJAU LANGSUNG,PRESIDEN PASTIKAN BIJB BISA UJI COBA BULAN DEPAN",0,0,0,0,0,0,0,0,0,0,0,0
anies akan merangkul dua2nya untuk persatuan tidak spt ente dangkal & cekak intelektual hanya jadi budak ahok kafir.,1,1,1,0,1,0,0,0,0,1,0,0
"Sy pribadi sangat kagum pada pak USER dari sebuah artikel bagaimana beliau menolong seorg ibu yg kecopetan,dan memperbaikin rmh ibu itu stlh hancur puting beliung.tpa byk media tau.saat dia menjabat mentri",0,0,0,0,0,0,0,0,0,0,0,0
USER Enteng banget sih rahangnya tolol-tololin anak orang',0,1,0,0,0,0,0,0,0,0,0,0
USER USER cebong mana ngerti. #katawarganet',1,1,0,1,0,0,0,0,1,0,1,0
"Nek bener 1,8T brrti yo bajingan tenan wonge.'",1,1,1,0,0,0,0,0,1,1,0,0
"USER Ternyata manusia satu ini orang paling busuk,lebih busuk dari bangkai,,zonk zonk'",1,1,1,0,0,0,0,0,1,1,0,0
"ketika hal gak masuk akal di bilang bagus, sedangkan akal sehat di bilang pemalas . . . Bejat, majuo kabeh sak perumahan, LOSSSSS, #RaUsahMundurRaUsahWedi'",1,1,0,1,0,0,0,0,1,0,1,0
"USER Lgbt itu penyimpangan, tapi kan perasaan ga bisa segampang itu kita atur..... ntah bingung juga'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Sekarang kita liat itu para pendukung ahok engga semua kafir dn juga yg mendukung anies engga semua muslim jadi untuk ap setiap orang yg berbeda haluan selalu dikatain kafir ap mereka yg satu haluan itu paling suci',0,0,0,0,0,0,0,0,0,0,0,0
"Mungkin ""KITAB SUCI"" nya Bung USER Atau yg Lain.; Soalnya Bung USER Nggak Singgung Kitab Atau Ayat Suciku.; Lagian Dalam Hal Definisi Meng Aktifkan Imajinasi.; Jadi I Don't Care.., ; Dan yg Pasti KITAB SUCI ku BERBEDA dgn yg Lain.; Bagiku A",1,0,0,1,1,0,0,0,0,0,1,0
USER USER temenku jg punya temen di china yg sering main sama fans2 yg punya mata2 dimana-mana gitu deh.. mau aku kenalin? eh tp mereka kalo tau apa2 gt diem ae sih ga bikin thread gini... keknya si mba muach gabisa deh :(',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Ini tidak melibatkan uang atau alat tukar. Bukan jual beli. Mau ditukar 5 ekor onta juga boleh. Salah dalil.',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER USER USER udah mulai kampanye? ntr kalau tetep presidennya Jokowi jgn mencret ya \xf0\x9f\x98,1,1,0,1,0,0,0,0,1,0,1,0
"Urus endog saja ga pecus gmn dgn urusan yg lain ,\n\nDasar cungkring dah pea ,minta 2 x'",1,1,1,0,0,0,1,0,0,1,0,0
Apakah cocok-cocok penis dengan empat istri akan diijinkan Pak Lukman?,1,1,0,1,1,0,0,0,0,0,1,0
USER USER USER USER USER Mana ada janji yg d tepati pak dhe!! Hanya satu yg janji yg d tepati yaitu 10jt lapangan kerja tapi bukan untuk Rakyat tp untuk Tka cina. #Miris',1,0,1,0,0,1,0,0,0,1,0,0
USER Tweet kamu bikin netizen suudzon ke kamu. Kurang-kurangin. Ngentod',1,1,1,0,0,0,0,1,0,1,0,0
"Indonesia Naik ke Peringkat 2 Global Muslim Travel Index (GMTI) 2018; ; 11 April 2018 - Menteri Pariwisata didampingi oleh Ketua Tim Percepatan Wisata Halal Riyanto Sofyan, dan Asdep Budaya, Oneng Setyorini, menghadiri...",0,0,0,0,0,0,0,0,0,0,0,0
Anda memenggal video itu. Untuk menggoreng angin? Cuma orang dungu yang nekat menggoreng angin:),1,1,1,0,0,0,0,0,1,1,0,0
Parpol selalu cari pembenaran; Ayo tenggelamkan PDIP di semua level kepala pemerintahan.; Rugi negara rugi bangsa !; ; #2019GantiPresiden ; #2019PresidenBaru,1,0,0,1,0,0,0,0,1,0,0,1
USER Humor gua anjir gobs. Kenapa jadi developer games dah ea wkwkkwkwkw',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER Ya kalau niatnya spt itu, dari sebelum rezim skg NTB sdh miskin, lah busung lapar dikampung dekat kantornya aja dia cuek ... gmn mau katakan dia mencari dukungan mengentaskan kemiskinan... paling sdh ketakutan diburu KPK",0,0,0,0,0,0,0,0,0,0,0,0
USER Dasar brengsek',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: USER USER USER kafir PKI nyamar jd islam dia. yg jelek2in jkw itu kafir PKI smua.,1,1,0,1,1,1,0,0,0,0,1,0
RT USER: Wkwkwkwk..... Pdhl yg sering main klaim program dan hsl kerja org lain ya dia sdri dan pdkg2 nya URL,1,0,0,1,0,0,0,0,1,0,1,0
Mereka berbicara era habibie hingga SBY mereka hidup tenang karena mereka percaya tdk akan adanya isu rasial. Era ini mereka khawatir sejak TKA RRC masuk secara masif. Maka akan ada isu rasial yg mereka percaya \xf0\x9f\x98\xa2',1,0,0,1,0,1,0,0,0,0,1,0
alumni sekte togel banyak kena gangguan jiwa :)) #KARMA,1,1,0,1,0,0,1,0,0,0,1,0
RT USER Gerindra perusuh prabowo utang gak makanya gak bisa bayar karyawan,1,0,1,0,0,0,0,0,1,1,0,0
Ih geblek sp yg bilang airplane pt.2 bawa2 islam alquran sgala \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 lebih ke latin drpd arabic song kali \xf0\x9f\x98\xa7',0,1,0,0,0,0,0,0,0,0,0,0
"USER Kalau dpkir walaupun kita tdk stuju ""islam nusantara""tp scr gak langsung nama ""islam"" kena kena juga imbasnya \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\nBrengsek tuh Antek Zionis yg nyelip diormas !!'",1,1,0,1,1,0,0,0,0,0,1,0
USER lagi baca buku malah kepikiran cara menggulingkan rezim \xf0\x9f\x98\xa9',0,0,0,0,0,0,0,0,0,0,0,0
Cie calon maho:( USER',0,1,0,0,0,0,0,0,0,0,0,0
"USER aku bataknese x chinese, kristen.\ngaboleh nyalonin jadi ketua osis, hingga akhirnya adek kelas yang dijadiin calon osis. lmao?'",0,0,0,0,0,0,0,0,0,0,0,0
"RT USER: Sekali2 yang diangkat ""penyesalan orang-orang Indo yang telah pilih Jokowi"" gitu URL",1,0,1,0,0,0,0,0,1,1,0,0
Semoga KTT yg diprakarsai pemerintah bisa menjadi acuan dalam pemecahan masalah terkait nilai2 Islam.; #muslimpro #KTTUlama2018 #KTTIslamWasatiyyah #indonesiabisa #indonesiabertoleransi ;,0,0,0,0,0,0,0,0,0,0,0,0
"USER kat dalam lift pun OKU, cacat otak'",0,0,0,0,0,0,0,0,0,0,0,0
jaringan indosat memang ampas sekali \n3:) fuck you indosat',1,1,0,1,0,0,0,0,1,0,1,0
Lucu deh mobil mobil pejabat negara warnanya ijo ijo tai kuda gt',0,1,0,0,0,0,0,0,0,0,0,0
"Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam dan ngancam kyk banteng. URL",1,1,1,0,0,0,0,0,1,1,0,0
USER Pak USER tolong dong admin-nya disuruh belajar lagi. Masak partai sebesar Gerindra pengetahuan ekonomi dasar seperti ini kalah sama anak saya yang masih usia 11 tahun? Tidak ngerti inflasi? Tidak pernah belajar dari sejarah?,1,0,0,1,0,0,0,0,1,0,1,0
"\xe2\x9c\xbe \xe3\x80\x95Nama Lengkap: Jung Hyemi.\n\n\xe2\x9c\xbe \xe3\x80\x95Nama Panggilan: Hyemi.\n\n\xe2\x9c\xbe \xe3\x80\x95Tempat, Tanggal Lahir: Busan, 3 Januari 1995.\n\n\xe2\x9c\xbe \xe3\x80\x95Golongan Darah: A.\n\n\xe2\x9c\xbe \xe3\x80\x95Aga",0,0,0,0,0,0,0,0,0,0,0,0
USER Marvel dalam bahasa Ibrani perbudakan artinya aku Yahudi',0,0,0,0,0,0,0,0,0,0,0,0
USER Tai kuda diem aja ok.',0,1,0,0,0,0,0,0,0,0,0,0
RT USER *uhuk* PKS antek komunis *uhuk*,1,0,0,1,0,1,0,0,0,0,1,0
USER Karena yg meneliti orang Kristen China. Hehehe',0,0,0,0,0,0,0,0,0,0,0,0
dekalarasi pilkada 2018 aman dan anti hoax komunitas ojek jabon,0,0,0,0,0,0,0,0,0,0,0,0
"Agama yang diakui negara, syah &amp; resmi adalah Islam, Kristen, Katolik, Hindu, Budha &amp; khong Cu (Confusius).'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Pak USER membawahi Dirjen agama2, Anda dapat mbuat perbandingan posisi Tuhan dalam ajaran agama",1,0,0,1,1,0,0,0,0,0,1,0
Atas bujukan setan hasrat yang dijebak zaman',0,1,0,0,0,0,0,0,0,0,0,0
"Ini akan sangat membantu dalam menciptakan kondisi keamanan dan kenyamanan penonton itu sendiri. Sebagai gambaran, dengan pemeriksaan keamanan secara manual, satu orang penonton bisa diperiksa selama tiga menit untuk pengecekan tiket dan barang bawaannya.",0,0,0,0,0,0,0,0,0,0,0,0
"Gak apa apa disebut Cebong. Tapi jangan sebut orang lain dengan sebutan kafir, karena kafir tak boleh jadi pemimpin, kafir tak boleh dijadikan teman, kafir harus dimusuhi, dll, dll....\n\nBegitu, tad.'",1,1,0,1,1,0,0,0,0,0,1,0
Anggota dpr grup USER bubarkan. URL,1,0,0,1,0,0,0,0,1,0,0,1
Cocot bosok.',1,1,1,0,0,0,1,0,0,1,0,0
Bekerja membangun negeri.,0,0,0,0,0,0,0,0,0,0,0,0
"Hi.. Hi.. Hi.. ; Kitab Suci Berisi Ayat Fiksi alias Hayalan belaka. ; ; Berarti Kitab Suci Berisikan HOAX .; Penyebar Agama = Penyebar Hoax ; ; Pantesan, semakin orang mengimani kitab suci Otak Makin dipantat dekat dengan Kentut ; ?????; #atheis; #Gem",1,1,0,1,1,0,0,0,0,0,1,0
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER USER Salahnya Dia, mukanya jelek, mulutnya bay, otaknya Kotor. Apalagi didikan parte munafik ngaku dakwah kelakuan bejad.'",1,1,0,1,1,0,1,0,0,0,1,0
USER USER USER USER USER USER USER USER Cinta itu emg buta \xf0\x9f\x98\x82 terkadang cinta itu buat org yg telinganya bagus jdi budek dan terkadang cinta itu buat org tadinya otaknya normal jadi bloon \xf0\x9f\x98\x82 \n\nBye ah \xf0\x9f\x91\xb,0,0,0,0,0,0,0,0,0,0,0,0
Hari ini kami tidak mengkritik USER tapi mengkritik mereka yg terbiasa reaktif atas nama agama namun memilih diam atas pernyataannya. ; Diamnya mereka adalah bukti siapa si pembajak agama.,1,0,0,1,1,0,0,0,0,0,1,0
"RT USER: pasti ada yg bacot gini, minta ganti mantel, lah mantel kan banyak, tinggal beli ??\n\nmasalahnya mantel itu mantel yg juml\xe2\x80\xa6'",0,1,0,0,0,0,0,0,0,0,0,0
"Assalamualaikum Twips,; ; Banyak yg takut jika Letjen (Purn TNI) Prabowo S, jadi PRESIDEN Indonesia,; ; Tahu kenapa..?; ; Kerna mereka Takut Dosa? di masa lalu nya di Bongkar, baik itu KORUPSI maupun Pelanggaran HAM,; ; #2019GantiPresiden ; ;",1,0,1,0,0,0,0,0,1,1,0,0
Mana sempet mimpi lagi gw bangke',0,1,0,0,0,0,0,0,0,0,0,0
Indonesia rasa Beijing. usir cina,1,0,0,1,0,1,0,0,0,0,0,1
"Terkait RUU Masyarakat Adat, Komitmen Laksanakan Arahan Presiden|",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Bisa ular juga protein. Enzim babi juga.',0,0,0,0,0,0,0,0,0,0,0,0
RT USER: Banyak tulisan yang lebih parah dari dandhy laksono masih keliaran dan masuk tivi pulak malah membakar sekolah segala...mikir,1,0,1,0,0,0,0,0,1,1,0,0
Gimana klo hastagnya diganti dengan lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
USER Kalau cinta; Sudah direkayasa; Banyak bocah disulapnya dewasa; Budi yang kaya; Adat budaya; Tak lagi terjaga ð??¶,0,0,0,0,0,0,0,0,0,0,0,0
"USER USER Taplak meja warung sebelah, ya Allah humorku.'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Front Perusak Islam gak bakal demo anies ,sebab sama sama rusaknya, apalagi ketua cabulnya kabur gak tanggung jawab , pengecut munafik hadapi proses hukum'",1,1,0,1,1,0,0,0,0,0,1,0
"7. Presiden minta juga Satgas mengawal perizinan ini, dari awal sampai akhir, sehingga semua bisa bekerja dengan efektif , tanpa sumbatan-sumbatan, tanpa ada mengganggu di tengah jalan, sehingga betul-betul ada sebuah perubahan dalam iklim berusaha yang ad",0,0,0,0,0,0,0,0,0,0,0,0
Efek TGB Kayaknya bnyk temen2 yg bicaranya mendadak udah kek cebong ya?! \n#OgahJadiCebong',1,1,1,0,0,0,0,0,1,1,0,0
USER jancuk kw zonk!!!!',0,1,0,0,0,0,0,0,0,0,0,0
"Zhang Yixing ( Cina disederhanakan :\xe5\xbc\xa0 \xe8\x89\xba \xe5\x85\xb4; tradisional Cina :\xe5\xbc\xa0 \xe8\x89\xba \xe5\x85\xb4, pinyin : zhang Yixing ) pada tanggal 7 Oktober tahun 1991 di Changsha , Hunan , Cina . Pada tahun 2008 , ia dilemparkan",0,0,0,0,0,0,0,0,0,0,0,0
USER Mantan yg terkutuk',1,1,1,0,0,0,0,0,1,1,0,0
USER USER USER Topiknya anies sandi dn saracen. Bkn Adam dn Yesus. Anda sok tau agama ? 150 follower ternak dl biar seru,1,0,1,0,0,0,0,0,1,1,0,0
"Dalam PP baru itu, pemerintah menegaskan ketentuan bahwa pemegang Izin Usaha Pertambangan (IUP) dan Izin Usaha Pertambangan Khusus (IUPK) yang sahamnya dimiliki oleh asing untuk melakukan divestasi saham sampai 51 persen secara bertahap. #Freeport51'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Wkwk curcol lu bajing, kaga masuk mentab mampus'",1,1,1,0,0,0,0,0,1,1,0,0
USER Ga sekalian lu jadiin gua anak nih biar makin sarap',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Heran sama orang yang maksa maksa minta di follow-_-\nBeda loh yha mana yang minta follow buat bercandaan atau mana yang ben\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0
"mmg kalo gak pernah turun langsung ke lapangan.., maka tdk pernah tahu masalah yg sesungguhnya... panteslah kalo jadi jongos Cina... huft",1,1,1,0,0,1,0,0,0,1,0,0
"USER USER USER Lebih sadis gerombolan elo saat SBY berkuasa, sampel bawa kebo segala.. klo rezim kodok bawa babi udh diciduk.. gitu bong.. ingat jangan mendem aja di kolam butek.. otak Lo jadi pindah ke dengkul bong..\xf0",1,1,0,1,0,0,0,0,1,0,1,0
USER namaku sipit ih.\xf0\x9f\x98\xa1',0,0,0,0,0,0,0,0,0,0,0,0
Tanda-Tanda Ekonomi Meroket ð???ð???ð???,0,0,0,0,0,0,0,0,0,0,0,0
RT USER: USER USER PDI P dan mega mau bangkitkan komunis lagi itu,1,0,0,1,0,1,0,0,0,0,1,0
USER berburu bunga bangkai kuy/?',0,0,0,0,0,0,0,0,0,0,0,0
RT USER USER USER USER USER fungsi media sosial di Indo unt sebar fitnah di AS unt kecerdasan URL,1,0,1,0,0,0,0,0,1,1,0,0
USER SIRIK AE LU ONTA\xf0\x9f\x98\x83',1,1,1,0,0,0,0,0,1,1,0,0
RT USER: USER Arseto..ini kunyuk yg sedang cari panggung...',0,1,0,0,0,0,0,0,0,0,0,0
"Ketauan jelas kan bedanya, yang satu ikhlas yang satu bayaran...; #2019GantiPresiden",1,0,1,0,0,0,0,0,1,1,0,0
pagi pagi buta dapat customer pelik',0,0,0,0,0,0,0,0,0,0,0,0
USER Agama : .....\nDi ktp tertulis \nAgama : ........\nIslam\nHindu\nKepercayaan\nNusantara\nKristen',0,0,0,0,0,0,0,0,0,0,0,0
Wahai umat bersatu jangan peduljkan mereka membelot ke Jkw itu petunjuk Allah bahwa is tdk Amanah &amp; demi uang/jabatan/ kasus.Maju USIR Aseng',0,0,0,0,0,0,0,0,0,0,0,0
USER USER USER USER USER USER USER USER USER USER USER #HancurkanPKS #HancurkanPKS #HancurkanPKS #HancurkanPKS #HancurkanPKS #HancurkanPKS #HancurkanPKS #Hanc,1,0,0,1,0,0,0,0,1,0,0,1
"USER USER USER USER USER USER USER USER Nanti bisa2 kamvret bilang, pak Jokowi antek china karena kasih banyak medali emas utk china ! \n\xf0\x9f\x98\x82'",1,1,1,0,0,1,0,0,0,1,0,0
USER USER Pak Amin tolong kasih tahu ke Anies ya kalo Reklamasi sudah dilanjutkan berarti Antek Aseng donk.',0,0,0,0,0,0,0,0,0,0,0,0
Lagi enak2 tidur pen bangun siang eh dibangunin gitu aja cuma buat nulisin surat sakit yaelah tai \xf0\x9f\x98\xa1\xf0\x9f\xa4\xac',0,1,0,0,0,0,0,0,0,0,0,0
RT USER: Hai kontol... Kangen km di line neeh...',0,1,0,0,0,0,0,0,0,0,0,0
"USER USER USER Katanya pintar gw tanya gugat nya gimana malah ngataian cebong , ngeles kayak bajaj aza loe kata. Menguggat itu gampang .... Hahahaha'",1,1,1,0,0,0,0,0,1,1,0,0
"menunggu dalam waktu lama sambil duduk itu melelahkan bokong \xf0\x9f\x98\x81 pengen berdiri, jalanjalan dan lari !'",0,0,0,0,0,0,0,0,0,0,0,0
Sebenernya pacar gue itu 12 idiot :*',0,1,0,0,0,0,0,0,0,0,0,0
"(cont.) \xe2\x9d\x9b Bagus. Setelah ini, kau akan tahu cara memasak, dan bukannya buta memasak \xe2\x9d\x9c\n\nSydney pun meletakkan kantung plastik di meja. Mengeluarkan satu per satu bahan sebelum mencuri pandang. \n\n\xe2\x9d\x9b Tentu saja, bahan dap",0,0,0,0,0,0,0,0,0,0,0,0
Gambar ini pernah saya posting; ; Mereka lucu &amp; menghibur pada zamannya tapi tidak pernah menjadikan agama sebagai obyek kelucuan; ; Zaman Now anda tentu paham...,0,0,0,0,0,0,0,0,0,0,0,0
memek perek pengen di gesekin ke abs cowok nih mhh',0,1,0,0,0,0,0,0,0,0,0,0
"Tadi ketemu arief USER , gw sok-sokan cuek biar ga dikira udik. Terus tiba tiba ketemu mata dan gw dikasih senyum.. ugh ~ (senyumin balik dan tetap lanjut cuek)'",0,0,0,0,0,0,0,0,0,0,0,0
"USER Imajinasi gue; ada titit yang palanye peyang, ada yg bekas jaitan gak rapi, ada yg bekas luka kejepit resleting, ada yg bengkok. \nMereka pasti menggemaskan \xf0\x9f\x98\x8d'",0,1,0,0,0,0,0,0,0,0,0,0
"""Rasulullah SAW. bersabda: Dunia adalah penjara bagi orang mukmin dan surga bagi orang kafir"" - H.R. Muslim #bot'",0,0,0,0,0,0,0,0,0,0,0,0
USER USER Jangan gitu ..mentang2 prabowo sebagian besar krluarganya china semua..masa gw mesti antek die..gk mungkin lah..gw mah antek jawa..',0,0,0,0,0,0,0,0,0,0,0,0
"Dapet wi-fi rumah sakit, emang saik lah \xe2\x99\xac\xef\xbc\xbc(\xef\xbd\xa5\xe0\xb8\xb4\xe1\xb5\x8c\xef\xbd\xa5\xe0\xb8\xb4)\xef\xbc\x8f\xe2\x99\xaa walopun ini rumah sakit orang-orang nya kek kampret (\xe2\x98\x9e\xe2\x97\x91\xe3\x85\x82\xe2\x97\x91\x",1,1,0,1,0,0,0,0,1,0,1,0
Sesungguhnya ketika harga daging pernah tembus di angka 200 ribu per kilo pemerintah Jokowi tlh gagal kelola negara URL,1,0,1,0,0,0,0,0,1,1,0,0
Ketika bangkai kian membusuk maka apa yang akan di lakukan ? Di hirup dan di cari atau di hirup dan kau diamkan ?\nSama saja kau bagaikan bangke yang kian membusuk dan tak mencari apa kesalannya kenapa bisa berbau ?',0,0,0,0,0,0,0,0,0,0,0,0
USER USER Baru akan\n...\nBelum.....\nKalopun jadu itu dibantu 4 bank asing..\nJadi ???',0,0,0,0,0,0,0,0,0,0,0,0
"Dalam PP baru itu, pemerintah menegaskan ketentuan bahwa pemegang Izin Usaha Pertambangan (IUP) dan Izin Usaha Pertambangan Khusus (IUPK) yang sahamnya dimiliki oleh asing untuk melakukan divestasi saham sampai 51 persen secara bertahap.\n\n#Freeport51'",0,0,0,0,0,0,0,0,0,0,0,0
"USER mls deh gwa baca nya, emg bener2 sok ganteng bgt si lw onta'",1,1,1,0,0,0,0,0,1,1,0,0
USER kyknya mulai kumat lg ya penyakitnya. Putus molo.. mau naikin tarif lg ya? Kacrut?',0,1,0,0,0,0,0,0,0,0,0,0
"Evi Layanto siswi Kelas 1B, SMP Katolik Santo Petrus, 1984, istrinya Ronaldo Pardede siswa Kelas 1A, SMP Katolik Santo Petrus, 1984.'",0,0,0,0,0,0,0,0,0,0,0,0
"orang indo kalo ada orang asing bisa/ngomong bahasa indo sering heboh, tapi wajar sih karena bhs indo ga begitu dikenal. ga kebayang kalo orang inggris heboh tiap ada orang asing bisa bahasa inggris'",0,0,0,0,0,0,0,0,0,0,0,0
Bawang putih dapat meracuni anjing dan kucing.',0,0,0,0,0,0,0,0,0,0,0,0
Jokowi jgn ngutang mulu. Gua udah ngasih tau dr jaman SBY. Jauhi mereka bilang suruh gua!,1,0,1,0,0,0,0,0,1,1,0,0
